id,text,screen_name,created_at,retweet_count,favorite_count,friends_count,followers_count,lang,country,sentiment
"1,24738339170154E+018",#TABNews Países Bajos y la @NATO le enviaron a Sint Marteen dos unidades de cuidado intensivo. #COVID19 🏥,tabpr,Tue Apr 07 04:39:10 +0000 2020,0,0,1023,30592,es,United States,negative
"1,24738339346736E+018",@reflog video from the rapids the day of the COVID19 Rally,Lauraegates27,Tue Apr 07 04:39:10 +0000 2020,0,0,827,333,en,United States,positive
"1,24738340067316E+018","#ChineseVirus Patient being treated by #Ayurveda in US, recovering.. #coronavirus #COVID19",joglekarsaurabh,Tue Apr 07 04:39:12 +0000 2020,0,0,387,187,en,United States,positive
"1,24738372186854E+018","Hey, don't forget to wash ur hand regularly after holding on to empty promise ya... 😷😷😷 #COVID19 #PKP #StayAtHome #StayHomeStaySafe",ZaxZoul,Tue Apr 07 04:40:29 +0000 2020,0,0,1568,235,en,Malaysia,positive
"1,24738372941834E+018",I need a video conference call wig #shpk #COVID19,nursekoughan,Tue Apr 07 04:40:31 +0000 2020,0,0,435,147,en,Canada,neutral
"1,24738375753712E+018",🛑COVID19: CJN orders all courts in Nigeria to shutdown:,Tony98Tony,Tue Apr 07 04:40:37 +0000 2020,0,0,411,366,en,United States,neutral
"1,24738381294389E+018",lunch today. #crcheers #quircsingapore #homemademeals #staysafeandhealthy #safedistancing #covid19 @ Evania,QUIRC_Singapore,Tue Apr 07 04:40:50 +0000 2020,0,0,103,18,en,Singapore,neutral
"1,247383841377E+018",Hay que cerrar el aeropuerto de San Martín! 😖 #coronavirus,perlaco,Tue Apr 07 04:40:57 +0000 2020,0,0,764,805,es,México,neutral
"1,24738386226051E+018","decide i'm only going to call it ""the novel coronavirus"" and get extremely pedantic if anyone else does not",Dvoleich,Tue Apr 07 04:41:02 +0000 2020,0,0,350,143,en,United States,neutral
"1,24738387946132E+018",#COVID19 #mask please wear!! #dm for more info,LeroyBradley13,Tue Apr 07 04:41:06 +0000 2020,0,0,44,0,en,United States,neutral
"1,2473839091652E+018",@VILLALBAZO13 en salamanca ya hay 19 cases de covid-19,dollana,Tue Apr 07 04:41:13 +0000 2020,0,0,454,179,es,United States,neutral
"1,24738396273495E+018",Cuando te cuidas por el covid19 y votaste por amlo.,gustavofdelc,Tue Apr 07 04:41:26 +0000 2020,0,0,2446,1869,es,México,positive
"1,24738400586922E+018",RT y le da el #coronavirus a tu ex ! 💁🏼‍♂️,AlexAgu68884768,Tue Apr 07 04:41:36 +0000 2020,0,0,42,43,es,México,neutral
"1,24738401812503E+018","DÍA 25: Pues ya estamos otra vez en pie, veremos un capítulo de @lacasadepapel #YoMeQuedoEnCasa #COVID19",tinojurado,Tue Apr 07 04:41:39 +0000 2020,0,0,521,295,es,España,positive
"1,24738406491663E+018","Qué si fumar Bazuco también es peligroso para eso del Coronavirus, es para un amigo.",juanjomck,Tue Apr 07 04:41:51 +0000 2020,0,0,595,582,es,Colombia,neutral
"1,24738409724213E+018",Amazing. Coronavirus: China records first day with no deaths since January #Coronavirus,ajdarjean,Tue Apr 07 04:41:58 +0000 2020,0,0,1069,560,en,United States,negative
"1,24738412232412E+018","🛑BREAKING: Buhari's govt closes all land borders, suspends FEC meetings due to coronavirus:",Tony98Tony,Tue Apr 07 04:42:04 +0000 2020,0,0,411,366,en,United States,negative
"1,24738414395417E+018",Brace Yourself for Waves of #Coronavirus Infections:,ifapel,Tue Apr 07 04:42:09 +0000 2020,0,0,3729,1084,en,Poland,neutral
"1,24738415309756E+018","Lo hacen chiste pero ojalá, de todo corazón, que a ustedes ni a nadie de su entorno les afecte el #COVID19.",AlejandrovasSV,Tue Apr 07 04:42:12 +0000 2020,0,0,1046,7700,es,El Salvador,positive
"1,24738419759092E+018",#COVID19 imported cases to #China - it shows how much we as a global community need to improve in #TestingForCovid19,DrBonillaOnc,Tue Apr 07 04:42:22 +0000 2020,0,0,2119,2142,en,United States,negative
"1,24738421222883E+018",Israel to Begin Testing Drug from Japan in Battle Against COVID-19,dsrved759,Tue Apr 07 04:42:26 +0000 2020,0,0,1666,1325,en,United States,positive
"1,24738426295496E+018",#India Fight Against Covid 19,Sudhans58732112,Tue Apr 07 04:42:38 +0000 2020,0,0,0,0,en,India,positive
"1,24738426646976E+018",Cuando estaba decidida en hacer el curso de personal trainer llego el coronavirus para cagarla🤦‍♀️,arluschmunk,Tue Apr 07 04:42:39 +0000 2020,0,0,318,1337,es,Argentina,negative
"1,24738447896558E+018",¿Con qué frase empezarías una novela sobre el coronavirus?,PCoria,Tue Apr 07 04:43:29 +0000 2020,0,0,4918,5104,es,México,neutral
"1,24738477344368E+018","Detroit rep says hydroxychloroquine, Trump helped save her life amid COVID-19 fight via @freep",cbrolz,Tue Apr 07 04:44:39 +0000 2020,0,0,1494,514,en,United States,positive
"1,24738478106895E+018","#COVID19 ""Boris Johnson moved to intensive care as coronavirus symptoms worsen""",MrMikeJacksonI1,Tue Apr 07 04:44:41 +0000 2020,0,0,560,242,en,United States,negative
"1,24738479332871E+018","Coronavirus: President, PM, Ministers, MPs to take 30% salary cut for a year via NaMo App",MukeshPathakji,Tue Apr 07 04:44:44 +0000 2020,0,0,445,2789,en,India,neutral
"1,24738486875482E+018",@WHO Happy Birth Day Bowl Out Pandemic #COVID19 this time,jhallevicharblo,Tue Apr 07 04:45:02 +0000 2020,0,0,3171,1346,en,India,neutral
"1,24738498300771E+018",India’s efforts to combat COVID-19 have been lauded globally: PM Modi,PranavPVaria,Tue Apr 07 04:45:29 +0000 2020,0,0,282,840,en,India,positive
"1,24738502105843E+018",COVID-19 and the Politics of Fear and Panic,filnj,Tue Apr 07 04:45:38 +0000 2020,0,0,16427,17312,en,United States,neutral
"1,24738507150334E+018",PM Modi calls Australian counterpart; discusses need to share experience to deal with coronavirus,PranavPVaria,Tue Apr 07 04:45:50 +0000 2020,0,0,282,840,en,India,neutral
"1,24738522243133E+018",Did y’all know Britain’s Prime Minister is in ICU with Coronavirus? 😟,Ray5893,Tue Apr 07 04:46:26 +0000 2020,0,0,923,962,en,United States,neutral
"1,24738525213122E+018",How to celebrate my birthday 🎁 during this Covid19 era on April 10th 😷 @ Stay at Home and Keep Positive,IOyesanya,Tue Apr 07 04:46:34 +0000 2020,0,0,925,95,en,Switzerland,neutral
"1,2473852980924E+018",Virólogo explica por qué la COVID-19 es más mortal que otros virus vía @larepublica_pe,Esparappkausas,Tue Apr 07 04:46:45 +0000 2020,0,0,4848,1621,es,Peru,neutral
"1,2473853023664E+018","@funder @JoyAnnReid @AliVelshi Places where there apoears 2B NO COVID19 stats - Russia, Israel and t/CONCENTRATION CAMPS on our borders!",DrDiva82,Tue Apr 07 04:46:46 +0000 2020,0,0,3038,1549,en,United States,neutral
"1,24738531367823E+018",Lights Out: Millions of candles ignite across India as show of solidarity to beat COVID-19 darkness,PranavPVaria,Tue Apr 07 04:46:48 +0000 2020,0,0,282,840,en,India,neutral
"1,24738531842632E+018",Can plasma from recovered COVID-19 patients treat the sick? | Science News,mukjosez,Tue Apr 07 04:46:49 +0000 2020,0,0,319,31,en,Uganda,positive
"1,24738545746754E+018",BBC News - Coronavirus wreaks havoc in African American neighbourhoods,RosePAr47670551,Tue Apr 07 04:47:23 +0000 2020,0,0,1354,542,en,United States,neutral
"1,24738555313118E+018",Me da mucha risa el meme que pregunta que si la pandemia es de covid-19 o de piojos jajajaja.,nomellamoluismi,Tue Apr 07 04:47:45 +0000 2020,0,0,350,480,es,México,neutral
"1,2473855961522E+018",@NormanFPearl @FelipeCalderon Ojalá el Coronavirus SE UNA A CADA UNO DE ELLOS!,Titia_G,Tue Apr 07 04:47:56 +0000 2020,0,0,3161,1654,es,México,neutral
"1,24738563636715E+018",Meg'anon!! Egyptian lawyer demands China pay $10 trillion in coronavirus damages,RosePAr47670551,Tue Apr 07 04:48:05 +0000 2020,0,0,1354,542,en,United States,neutral
"1,24738572062656E+018",When do you NEED to TEST for #COVID19? Answer: Press ▶️ #STAYSAFEUG,UgandaMediaCent,Tue Apr 07 04:48:25 +0000 2020,0,0,170,241000,en,Uganda,neutral
"1,24738574658083E+018",I made a gift to help FSU students impacted by COVID-19. #SupportFSU #FinishStrongFSU via @floridastate,WhatTheJeanette,Tue Apr 07 04:48:31 +0000 2020,0,0,569,353,en,United States,neutral
"1,24738581709551E+018",How Coronavirus Attacks the Body | NYT News via @nytimes #COVID19,AMednurse,Tue Apr 07 04:48:48 +0000 2020,0,0,580,1134,en,United States,neutral
"1,24738601406422E+018",Fill up my three spot‼️$25-200 #dontplayifyouaingotmoney #StayAtHomeandgetmoney #coronavirus #easymoney #fastmoney #StayAtHome,moyaa_t,Tue Apr 07 04:49:35 +0000 2020,0,0,310,376,en,United States,neutral
"1,24738606868665E+018",Gracias Virgencita Taylor por ayudarme a vencer el COVID-19 🙏🏻,AnthonyWat,Tue Apr 07 04:49:48 +0000 2020,0,0,867,1933,es,Estados Unidos,positive
"1,2473861586082E+018",@Alyssa_Milano I think he’s in the early stages of #COVID19 if not than he’s possibly a carrier,ChrisSchachern,Tue Apr 07 04:50:10 +0000 2020,0,0,2878,147,en,United States,neutral
"1,24738619974606E+018",Live look at me screening for COVID-19 @AveraHealth #HardScreens #MovingScreens #DirtyWork,KyleEntringer7,Tue Apr 07 04:50:19 +0000 2020,0,0,680,673,en,United States,negative
"1,24738623180297E+018",Gaga’s gonna fine the Vaccine! She’s gonna be The Cure! #COVID19 #OneWorldTogetherAtHome,blurboi,Tue Apr 07 04:50:27 +0000 2020,0,0,38915,44342,en,Australia,positive
"1,24738623712577E+018",Global stats show that Africa accounts for a fraction of total #Covid19 cases. #Day11ofLockdown,vanessaperumal,Tue Apr 07 04:50:28 +0000 2020,0,0,2026,5157,en,South Africa,neutral
"1,24738624653776E+018",@339_850425 Casi me da coronavirus por escuchar eso...,Leeeeesteer,Tue Apr 07 04:50:31 +0000 2020,0,0,1907,1258,es,Honduras,neutral
"1,24738625787498E+018",@ThisisLauraS That’s scary. I haven’t felt well today and therefore I’ve Googled “covid-19 symptoms” at least a dozen times.,lpdeal,Tue Apr 07 04:50:33 +0000 2020,0,0,1817,1596,en,United States,neutral
"1,2473862668424E+018",A chat with Mexico’s coronavirus czar by @richardjensor,japacheco,Tue Apr 07 04:50:35 +0000 2020,0,0,804,805,en,Mexico,neutral
"1,24738632038269E+018","Me: when I turn 21, I’m gonna go to so many bars COVID 19: lol you thought",katieann_18,Tue Apr 07 04:50:48 +0000 2020,0,0,729,259,en,United States,neutral
"1,24738642264404E+018","“I Defeated Coronavirus With Blackseed Oil, Vitamin C, And Honey @seyiamakinde",miebacka,Tue Apr 07 04:51:13 +0000 2020,0,0,5026,4655,en,Nigeria,positive
"1,24738645540566E+018",“Symptoms of Coronavirus include sweating and feeling weak” Eminem:,ben_g_texas,Tue Apr 07 04:51:20 +0000 2020,0,0,735,626,en,United States,neutral
"1,24738647234223E+018",It's been 14 days and counting for Tony Mahon. #coronavirus #testresults,MakingTownsGuy,Tue Apr 07 04:51:24 +0000 2020,0,0,4050,1618,en,United States,neutral
"1,24738648390592E+018",Quién???????? #coronavirus #QuedateEnCasa,ElRincondMiguel,Tue Apr 07 04:51:27 +0000 2020,0,0,37,356,es,España,neutral
"1,24738649875368E+018",@herobangchan Awwww let’s be safe and prioritize our health first 🙏🏻 Sana matapos na tong covid-19 😭,brblcsn,Tue Apr 07 04:51:31 +0000 2020,0,0,307,259,en,Republic of the Philippines,positive
"1,24738653379289E+018",Coronavirus: China records first day with no deaths since January #Coronavirus,bourbakii,Tue Apr 07 04:51:39 +0000 2020,0,0,5001,400,en,People's Republic of China,positive
"1,24738663549633E+018",This is the 2020 I wanted #COVID2019AU #covid19australia #StayAtHome #StayHomeAustralia,damon_c1980,Tue Apr 07 04:52:03 +0000 2020,0,0,759,253,en,Australia,positive
"1,24738679103814E+018","May the real doctors,medical practitioners and not el matadors stand up! #IStandWithAzziad #COVID19 @KBonimtetezi @DD",RICOHO7,Tue Apr 07 04:52:40 +0000 2020,0,0,365,49,en,Kenya,positive
"1,24738690378081E+018",A New COVID-19 Crisis: Domestic Abuse Rises Worldwide via @Yahoo,thl2k1,Tue Apr 07 04:53:07 +0000 2020,0,0,367,215,en,United States,negative
"1,24738707550415E+018",A great story on how rural America is dealing with COVID-19.,ClaraBenitezTV,Tue Apr 07 04:53:48 +0000 2020,0,0,1242,1582,en,United States,neutral
"1,24738709780932E+018",its a little happy news #COVID19,sdgwwgds,Tue Apr 07 04:53:54 +0000 2020,0,0,1611,516,en,United States,neutral
"1,24738713876689E+018",New YouTube video click the link to watch #TSU23 #DisneyPlus #COVID19NC #coronavirus,DjDretakingover,Tue Apr 07 04:54:03 +0000 2020,0,0,2177,948,en,United States,neutral
"1,24738716741393E+018",New YouTube video click the link to watch #TSU23 #DisneyPlus #COVID19NC #coronavirus .,DjDretakingover,Tue Apr 07 04:54:10 +0000 2020,0,0,2177,948,en,United States,neutral
"1,24738721462922E+018",The Coronavirus App,di_areyes,Tue Apr 07 04:54:21 +0000 2020,0,0,389,273,en,México,neutral
"1,24738735794842E+018",Saben lo que es vivir en un puerto y no poder ir a la playa ? Pinche coronavirus mamon 😩,rruizdaniela,Tue Apr 07 04:54:56 +0000 2020,0,0,179,177,es,México,neutral
"1,24738753306486E+018",Death of the 6th Covid-19 patient(80) in Sri Lanka reported from the Infectious Diseases Hospital today.,raprasadh,Tue Apr 07 04:55:37 +0000 2020,0,0,583,495,en,Sri Lanka,negative
"1,24738754608409E+018",@priyashmita Wasn’t the Brazilian president saying Covid19 was a hoax or something a few days ago?,courier_michael,Tue Apr 07 04:55:40 +0000 2020,0,0,2244,1544,en,United Kingdom,neutral
"1,24738770080766E+018",Animals can get COVID-19 too?!,welcometonezone,Tue Apr 07 04:56:17 +0000 2020,0,0,657,589,en,United States,neutral
"1,24738775452842E+018",La concha del coronavirus voy a tener que dar 12 materias libres si ya no existia ahora menos,MathiiMoreira,Tue Apr 07 04:56:30 +0000 2020,0,0,694,1230,es,Uruguay,neutral
"1,24738777619607E+018",#WorldHealthDay. I express my gratitude to every health worker on the frontlines fighting Coronavirus. 🙏🏻,GauravM57221014,Tue Apr 07 04:56:35 +0000 2020,0,0,315,8,en,India,positive
"1,24738778059188E+018",Opinión personal. Vía #QuedateEnCasa #Covid19,Q_Hernandez_M,Tue Apr 07 04:56:36 +0000 2020,0,0,26,17,es,Peru,neutral
"1,24738782737085E+018",Esta alergia que no se quita... Primero era tos Ahora alergia Mañana internado por covid 19,FranMc1993,Tue Apr 07 04:56:48 +0000 2020,0,0,110,34,es,Argentina,neutral
"1,2473878402307E+018","pasamos del ""abro hilo de como es vivir afuera"" a ""abro hilo de como me detectaron dengue/coronavirus""",fedextasis,Tue Apr 07 04:56:51 +0000 2020,0,0,656,2025,es,Argentina,negative
"1,24738792413776E+018","#coronavirus #viruslife #besafeoutthere #stayhome #stopthespread #imsobored @ San Diego, California",Wilson_REALTOR_,Tue Apr 07 04:57:11 +0000 2020,0,0,478,32,en,United States,neutral
"1,24738796478875E+018",Covid-19 sounds so last year.,Colin_Cloud,Tue Apr 07 04:57:20 +0000 2020,0,0,249,30023,en,United States,neutral
"1,24738804454357E+018",Coronavirus and Communities: Activists step up door-to-door work to protect poor communities,JustMissAlia,Tue Apr 07 04:57:39 +0000 2020,0,0,701,389,en,South Africa,positive
"1,24738821297847E+018",#COVID19 The president of Ghana Nana Akufo-Addo has pledged to pay water bills for all citizens for the next 3 months. Such a brave step!,JamesBi01748722,Tue Apr 07 04:58:19 +0000 2020,0,0,226,25,en,Uganda,positive
"1,24738822893362E+018",the coronavirus is breaking my heart little by little.,sindyyy_y,Tue Apr 07 04:58:23 +0000 2020,0,0,573,177,en,United States,neutral
"1,24738823946546E+018",İs there any relation between spread of COVID 19 and 5 G technology ???,Drbektas,Tue Apr 07 04:58:26 +0000 2020,0,0,209,63,en,Türkiye,neutral
"1,2473883392772E+018",Here's a helpful post showing how authors are promoting books during COVID-19.,rcutlerSpark,Tue Apr 07 04:58:50 +0000 2020,0,0,2323,1851,en,United States,positive
"1,2473884010342E+018",Más de medio millón de voluntarios en Reino Unido para hacer frente al COVID-19,francell526,Tue Apr 07 04:59:04 +0000 2020,0,0,113,30,es,El Salvador,positive
"1,24738842281526E+018",another day just making masks!!! #covid19 #socialdistancing #Masks4All,danielleabellla,Tue Apr 07 04:59:10 +0000 2020,0,0,796,895,en,United States,neutral
"1,24738844798933E+018",Truth about the deep state and Covid-19,bhaktadasa,Tue Apr 07 04:59:16 +0000 2020,0,0,1492,970,en,Thailand,neutral
"1,24738846538728E+018","The 6th #COVID19 death in Sri Lanka reported today, an 80 year old male who was receiving treatment at the IDH. #coronavirus #lka #SriLanka",Manushj,Tue Apr 07 04:59:20 +0000 2020,0,0,374,602,en,Sri Lanka,negative
"1,2473885054766E+018",Well come make coronavirus go away then miracle water 🙄,JaszyAsIwanaB,Tue Apr 07 04:59:29 +0000 2020,0,0,108,116,en,United States,neutral
"1,24738855103502E+018","me: a leprechaun 🍀, the coronavirus 🦠, your new step mom 🤷🏼🤑 etc",hunt_allan1,Tue Apr 07 04:59:40 +0000 2020,0,0,67,91,en,United States,neutral
"1,24738856429738E+018",@Dr_Uditraj COVID-19,umeshppatel,Tue Apr 07 04:59:43 +0000 2020,0,0,876,84,en,India,neutral
"1,24738877061541E+018",Subscribe to get updates from 'COVID-19 Tracker' Group in Microsoft Kaizala. Join today -,amisij,Tue Apr 07 05:00:32 +0000 2020,0,0,219,2697,en,Kenya,neutral
"1,24738877412582E+018",China outraged after Brazil minister suggests Covid-19 is part of 'plan for world domination',sophiatseliem,Tue Apr 07 05:00:33 +0000 2020,0,0,244,167,en,United States,neutral
"1,24738888343781E+018",live footage of kristin chenoweth solving coronavirus,tristanpjevac,Tue Apr 07 05:00:59 +0000 2020,0,0,274,179,en,United States,neutral
"1,24738890557551E+018","Stress #Coronavirus #covid19 #losangeles @ Los Angeles, California",roffmanmagician,Tue Apr 07 05:01:05 +0000 2020,0,0,164,756,en,United States,neutral
"1,24738892100635E+018","So, my grandpa has covid-19....",therealoodorii,Tue Apr 07 05:01:08 +0000 2020,0,0,946,922,en,United States,negative
"1,24738894168842E+018",Corona is real guys!! Now it’s spreading further and further here in Tanzania!! #COVID19 #coronaInMwanza,I_am_Ma_Ngu,Tue Apr 07 05:01:13 +0000 2020,0,0,322,212,en,Tanzania,negative
"1,24738915509886E+018",Panorama mundial de COVID-19 al Martes 07/04/2020 00:01 horas:,AmbrizMau,Tue Apr 07 05:02:04 +0000 2020,0,0,276,21327,es,México,neutral
"1,24738916617584E+018","#Thailand 38 more local Covid-19 cases raise total to 2,258, with 824 people recovered. Deaths rose by 1 to 27. #COVID19 #COVID19th",genobkk,Tue Apr 07 05:02:07 +0000 2020,0,0,878,917,en,Thailand,negative
"1,24738922385587E+018",#google says -#thankyou #HealthcareHeroes #COVID19 @Google thankyou !!,Sharpknife_Aziz,Tue Apr 07 05:02:20 +0000 2020,0,0,1863,674,en,United States,positive
"1,24738923252561E+018",@ddale8 Duh novel coronavirus wasn’t around when Obama was in office,havanajo1169,Tue Apr 07 05:02:23 +0000 2020,0,0,680,347,en,United States,neutral
"1,24738931660474E+018",Chicago mayor: ‘Breathtaking’ that African Americans are dying of COVID-19 at higher rates via @msnbc,HyppoliteOkou,Tue Apr 07 05:02:43 +0000 2020,0,0,19,19,en,Suisse,neutral
"1,24738935665194E+018",Dark days #Coronavirus #covid19 #losangeles #luluscafe #homeless @ Lulu's Cafe,roffmanmagician,Tue Apr 07 05:02:52 +0000 2020,0,0,164,756,en,United States,negative
"1,24738961229058E+018",#coronavirus no te tenemos miedo 💪💪💪 #guardia #radiologia,nerina_coronel,Tue Apr 07 05:03:53 +0000 2020,0,0,228,15,es,Argentina,positive
"1,24738962150959E+018",#economic effects of COVID-19 Research on ARX👇👇,KakemboJoelIsa1,Tue Apr 07 05:03:55 +0000 2020,0,0,756,71,en,Uganda,negative
"1,24738970233367E+018",Just cleaned my kitchen at 930pm because what else was I supposed to do?? Lol #30MoreDays #coronavirus #itsthelittlethings,CristinaDiCarlo,Tue Apr 07 05:04:15 +0000 2020,0,0,156,61,en,United States,neutral
"1,24738970650716E+018",Y se merecen el Coronavirus🙂,pamelacardona__,Tue Apr 07 05:04:16 +0000 2020,0,0,309,544,es,Honduras,neutral
"1,24738971369189E+018",Stay Home stay Safe #coronavirus #WorldHealthDay,salunke_hemant,Tue Apr 07 05:04:17 +0000 2020,0,0,1620,248,en,India,positive
"1,24738973057416E+018",Currently looking for Netflix recommendations fitting for going through a breakup during the coronavirus,hello_jackieo,Tue Apr 07 05:04:21 +0000 2020,0,0,532,490,en,United States,neutral
"1,2473898227985E+018",Aprendamos seguridad . A combatir en covid19 @PatricioCamino,Ivan_Orozco_007,Tue Apr 07 05:04:43 +0000 2020,0,0,367,213,es,Ecuador,positive
"1,24738983481496E+018",India’s efforts to combat COVID-19 have been lauded globally: PM Modi via NaMo App,vijuinnaite,Tue Apr 07 05:04:46 +0000 2020,0,0,2697,497,en,India,positive
"1,24738992091567E+018",When 911 happened they couldn’t wait to make money from the war. Now #coronavirus and they’re lining their pockets while our citizens die.,thesolster,Tue Apr 07 05:05:07 +0000 2020,0,0,1061,2335,en,United States,neutral
"1,2473899241117E+018",Kinda nice unfreidning all the gang riding the '5G causes #CoronaVirus' bus! 😂 Bunch of #COVIDIOTS,TheDemotedOne,Tue Apr 07 05:05:07 +0000 2020,0,0,1243,1267,en,Fiji,neutral
"1,24739010324219E+018",Cero muertes en China por primera vez desde enero por el Covid19. #ESPERANZA,gerardtribune,Tue Apr 07 05:05:50 +0000 2020,0,0,1284,3172,es,España,positive
"1,24739020842694E+018",-Yo: El 2019 fue el peor año de mi vida y creí que en este iba a encontrar paz. -Coronavirus:,aireyvertigo,Tue Apr 07 05:06:15 +0000 2020,0,0,132,174,es,Colombia,neutral
"1,24739024281168E+018",HOW CORONAVIRUS SPREADS: The Reason That The COVID-19 Virus Spread Has Been So Quick &amp; So Deadly @LondonRealTV,YujiMarutani,Tue Apr 07 05:06:23 +0000 2020,0,0,1276,655,en,日本,neutral
"1,24739036344846E+018",@JuancaBarragan @Pulga9329 El cali la única forma que va a ver el estadio lleno es ofrecerlo pa’ enfermos de coronavirus,JuanPz03,Tue Apr 07 05:06:52 +0000 2020,0,0,161,269,es,Colombia,neutral
"1,24739038945295E+018","Stigmatising and shunning HCW’s, risking their lives everyday is shameful beyond words.#Covid19India",anaswajid,Tue Apr 07 05:06:58 +0000 2020,0,0,202,464,en,India,neutral
"1,24739046952225E+018",There are so many changing laws for Covid-19 how do I know if I am following the ones in my area? @GavinNewsom @CityofCostaMesa,megmarie5,Tue Apr 07 05:07:17 +0000 2020,0,0,200,218,en,United States,neutral
"1,24739053229856E+018",coronavirus dónde puta te encuentro para cagarte bien a piñas,albijoa,Tue Apr 07 05:07:32 +0000 2020,0,0,303,414,es,Argentina,neutral
"1,24739058119139E+018",List of approved #Covid19 testing labs in Chennai.,dhanasri05,Tue Apr 07 05:07:44 +0000 2020,0,0,1236,797,en,India,positive
"1,24739060881101E+018",This just makes me sad... Honestly sad... #COVID19,ret_cw3,Tue Apr 07 05:07:51 +0000 2020,0,0,4925,3575,en,Germany,neutral
"1,24739067883072E+018",@NationOnlineMw In the long run however our health sector finally gets the boost it finally deserves. Covid-19 the equalizer for sure!!,MsWeiJackson,Tue Apr 07 05:08:07 +0000 2020,0,0,832,819,en,Malawi,neutral
"1,24739068778556E+018","#Fiji is about to be hit by Category 5 #Cyclone #Harold. Please #pray for Fiji. #covid19 @ Lautoka, Fiji",sarahsilikula,Tue Apr 07 05:08:10 +0000 2020,0,0,245,58,en,Fiji,neutral
"1,24739076276294E+018",I weep for the entire world tonight 😢 My defenses are broken &amp; sadness is overwhelming 😢 #COVID19,geekbabe,Tue Apr 07 05:08:27 +0000 2020,0,0,7859,19420,en,United States,neutral
"1,24739076658395E+018","UNLV gets 250 more COVID-19 test kits, extends curbside checks via @reviewjournal",HyppoliteOkou,Tue Apr 07 05:08:28 +0000 2020,0,0,19,19,en,Suisse,neutral
"1,24739081717144E+018",COVID19 made me promise to NEVER take anything for granted again...,_OoohLalaaa,Tue Apr 07 05:08:40 +0000 2020,0,0,750,869,en,United States,neutral
"1,24739090112032E+018","Coronavirus: President, PM, Ministers, MPs to take 30% salary cut for a year via NaMo App",bjpmgmdassan,Tue Apr 07 05:09:00 +0000 2020,0,0,534,83,en,India,neutral
"1,24739093840769E+018",@ZSiddiki The best way to deal with COVID19,yadav1prashant1,Tue Apr 07 05:09:09 +0000 2020,0,0,4986,1071,en,India,positive
"1,24739099476667E+018",#COVID19 covid please go away,meredith19873,Tue Apr 07 05:09:23 +0000 2020,0,0,2202,410,en,United States,negative
"1,24739104385269E+018",Use correct information @tv9gujarati till anand has no COVID-19 case .,ImMbpatel,Tue Apr 07 05:09:34 +0000 2020,0,0,111,52,en,India,neutral
"1,24739109329494E+018",India’s efforts to combat COVID-19 have been lauded globally: PM Modi via NaMo App,bjpmgmdassan,Tue Apr 07 05:09:46 +0000 2020,0,0,534,83,en,India,positive
"1,24739112386723E+018",Crean un dron capaz de detectar a personas contagiadas de #COVID19. @ElNuevoDia,aarranzcad,Tue Apr 07 05:09:53 +0000 2020,0,0,5173,4711,es,España,positive
"1,24739117786067E+018","Se acaba de confirmar que la persona que me gusta tiene coronavirus, no se le acerquen por favor.🙄",AdilenePerez_,Tue Apr 07 05:10:06 +0000 2020,0,0,214,25,es,México,neutral
"1,24739130481809E+018",Why doesn’t that tiger with coronavirus just use its own magical gallbladder to heal itself?,MZA_NYC,Tue Apr 07 05:10:37 +0000 2020,0,0,279,130,en,United States,positive
"1,24830600550868E+018",#COVID19 has us living one day at a time... #undiaalavez @tigresdelnorte,VictorRTafoya,Thu Apr 09 17:45:18 +0000 2020,0,0,7524,2320,en,United States,positive
"1,24831333266013E+018","Pres Cyril Ramaphosa to SAns: ""You have respected the lockdown and largely observed its regulations."" #lockdown #coronavirus",ManqobaMchunu,Thu Apr 09 18:14:25 +0000 2020,0,0,920,20964,en,South Africa,positive
"1,24831338248423E+018",TRAVEL FROM THE SOFA 🤗 @chm_itu #cevherhazırlamamuhendisliği #COVID19 #EvdeKal #HayatEverSığar #EvdeHayatVar,chm_itu,Thu Apr 09 18:14:37 +0000 2020,0,0,1471,1028,en,Turkey,neutral
"1,2473567464836E+018",How many times a day do you convince yourself you have coronavirus? I'm at a half dozen most days... 😷🤧🤒 #staythefuckhome,Jen_EveL,Tue Apr 07 02:53:17 +0000 2020,0,0,1939,1249,en,United States,neutral
"1,24735675528724E+018",#Covid19 Let's Us Pledge To incorporate Pranayama in Our Daily Routine On #WorldHealthDay,hkjajoria1,Tue Apr 07 02:53:19 +0000 2020,0,0,69,58,en,India,positive
"1,24735685162222E+018",3 HCSO deputies in quarantine after performing CPR on person who tested positive for coronavirus,Mbrums45,Tue Apr 07 02:53:42 +0000 2020,0,0,130,97,en,United States,negative
"1,24735686356322E+018","A Tiger caught coronavirus, I really appreciate how no one is safe in this like 🎶we’re aalll in thisss trogettherr🎶",levon_27,Tue Apr 07 02:53:45 +0000 2020,0,0,477,237,en,United States,neutral
"1,24735689433701E+018",Interesting spatial data science project on mobility during covid19,ClemsonGIS,Tue Apr 07 02:53:53 +0000 2020,0,0,279,198,en,United States,neutral
"1,24735710662312E+018",Had to make another #COVID19 meme.,GuyCaveOfficial,Tue Apr 07 02:54:43 +0000 2020,0,0,379,150,en,United States,neutral
"1,24735711585072E+018","So to review, cats can get covid-19. Dogs cannot. Point, dogs. And dog people.",thomasleemon,Tue Apr 07 02:54:45 +0000 2020,0,0,1087,683,en,United States,neutral
